"","Measure","Full_Model_Outcome","Full_Model_Lower","Full_Model_Upper","Reduced_Model_Outcome","Reduced_Model_Lower","Reduced_Model_Upper"
"1","PSY",0.140635195436704,0.12602315925535,0.155247231618058,0.148180813243492,0.13300186789668,0.163359758590304
"2","ERR",0.520130755398172,0.503806144794468,0.536455366001875,0.537177118517994,0.520537335628988,0.553816901407001
"3","GSC",0.520571755164681,0.504228145898694,0.536915364430668,0.537630290498345,0.520971764969055,0.554288816027635
