"","left_95","right_95"
"PSY_ABS",0.686569998065441,0.695602588353357
"PSY_REL",NA,NA
"ERR_ABS",0.417351696718582,0.435151186828299
"ERR_REL",NA,NA
"GSC_ABS",0.103449890044911,0.107861868629989
"GSC_REL",NA,NA
