"","Measure","Full_Model_Outcome","Full_Model_Lower","Full_Model_Upper","Full_model_sigonly","Reduced_Model_Outcome","Reduced_Model_Lower","Reduced_Model_Upper","Reduced_model_sigonly"
"1","PSY",-0.0207281020253819,-0.0318625282423758,-0.00959367580838803,-0.0207281020253819,-0.138454542655818,-0.148553451675097,-0.128355633636539,-0.138454542655818
"2","ERR",0.0312163041124067,0.0178709150741193,0.0445616931506941,0.0312163041124067,-0.127297967539706,-0.139399318689549,-0.115196616389862,-0.127297967539706
"3","GSC",0.0308682673222628,0.0174500573687451,0.0442864772757805,0.0308682673222628,-0.128758295588842,-0.140931775520802,-0.116584815656882,-0.128758295588842
