"","Measure","Full_Model_Outcome","Full_Model_Lower","Full_Model_Upper","Reduced_Model_Outcome","Reduced_Model_Lower","Reduced_Model_Upper"
"1","PSY",0.00772703641930924,-0.0029732574855213,0.0184273303241398,0.24114929481207,0.231371888967775,0.250926700656365
"2","ERR",0.900340967826164,0.886637040790107,0.91404489486222,0.528880858691914,0.519445703193379,0.538316014190449
"3","GSC",0.900321403771295,0.886625504801839,0.914017302740752,0.529331659784423,0.51989431067667,0.538769008892176
