"","Measure","Full_Model_Outcome","Full_Model_Lower","Full_Model_Upper","Reduced_Model_Outcome","Reduced_Model_Lower","Reduced_Model_Upper"
"1","PSY",0.739399673354584,0.734252355497874,0.744546991211295,0.741426076831041,0.736139014732957,0.746713138929126
"2","ERR",0.150241826696895,0.147566604906819,0.15291704848697,0.150195561662287,0.147385087717494,0.153006035607079
"3","GSC",0.037307125409992,0.036642002876975,0.037972247943009,0.0372966287254612,0.0365978645885303,0.0379953928623922
