"","Measure","Full_Model_Outcome","Full_Model_Lower","Full_Model_Upper","Reduced_Model_Outcome","Reduced_Model_Lower","Reduced_Model_Upper"
"1","PSY",0.690850095145854,0.6843084112293,0.697391779062408,0.69700471761952,0.689863796756187,0.704145638482854
"2","ERR",0.481922980187276,0.475129664774192,0.488716295600361,0.489834950800261,0.482070456239286,0.497599445361237
"3","GSC",0.119407394477105,0.117721908160651,0.121092880793559,0.121375713830782,0.119448600758998,0.123302826902566
