"","left_95","right_95"
"PSY_ABS",0.804371309448811,0.815924520490687
"PSY_REL",NA,NA
"ERR_ABS",0.161448931610777,0.163536624165544
"ERR_REL",NA,NA
"GSC_ABS",0.0401119492403818,0.0406330906772949
"GSC_REL",NA,NA
