"","left_95","right_95"
"PSY_ABS",0.706669195864335,0.722651083450679
"PSY_REL",-0.0516213296756135,-0.0461374140047387
"ERR_ABS",0.464841022052653,0.476484941764672
"ERR_REL",-0.0935150639026572,-0.0854870958565942
"GSC_ABS",0.112398562948157,0.115314340278313
"GSC_REL",-0.0969926811337608,-0.0886540974587381
