"","Measure","Full_Model_Outcome","Full_Model_Lower","Full_Model_Upper","Reduced_Model_Outcome","Reduced_Model_Lower","Reduced_Model_Upper"
"1","PSY",0.615220313805739,0.60592370800147,0.624516919610008,0.574930168451593,0.566113289242516,0.583747047660669
"2","ERR",0.39247506199515,0.384220910859056,0.400729213131243,0.355372818784046,0.3475460215801,0.363199615987991
"3","GSC",0.097166442218663,0.095116308201748,0.0992165762355781,0.0879262602367358,0.0859848120248146,0.089867708448657
