"","Measure","Full_Model_Outcome","Full_Model_Lower","Full_Model_Upper","Reduced_Model_Outcome","Reduced_Model_Lower","Reduced_Model_Upper"
"1","PSY",0.376901330839809,0.361933328907568,0.391869332772051,0.382181785048877,0.36674820973668,0.397615360361075
"2","ERR",0.521943908009801,0.509191219038061,0.534696596981541,0.541320819016543,0.529269717655747,0.553371920377339
"3","GSC",0.524472455145718,0.511639992408106,0.537304917883331,0.543782199386986,0.531650430689565,0.555913968084408
