"","left_95","right_95"
"PSY_ABS",0.732185169914268,0.754424228395661
"PSY_REL",-0.0957369971087139,-0.0806173005816381
"ERR_ABS",0.096482967783286,0.103328333912108
"ERR_REL",-0.410508831375046,-0.374281376712306
"GSC_ABS",0.023962778849484,0.0256674300767806
"GSC_REL",-0.410780677347517,-0.37451476192701
