"","left_95","right_95"
"PSY_ABS",0.571665745211028,0.580394826728386
"PSY_REL",-0.175347089004595,-0.161813071632352
"ERR_ABS",0.307983507725464,0.319203628172515
"ERR_REL",-0.271568687537139,-0.25250065446335
"GSC_ABS",0.0762372600478342,0.0790155016734789
"GSC_REL",-0.272611569750559,-0.253470208783516
