"","left_95","right_95"
"PSY_ABS",0.742593115125698,0.756003654380241
"PSY_REL",NA,NA
"ERR_ABS",0.510284373194829,0.519400393990089
"ERR_REL",NA,NA
"GSC_ABS",0.12382162904353,0.126101570739253
"GSC_REL",NA,NA
