"","Measure","Full_Model_Outcome","Full_Model_Lower","Full_Model_Upper","Reduced_Model_Outcome","Reduced_Model_Lower","Reduced_Model_Upper"
"1","PSY",0.634719968088716,0.629047822426552,0.64039211375088,0.642902372214377,0.637199366673088,0.648605377755666
"2","ERR",0.443321134504715,0.438565884795236,0.448076384214193,0.4480626502201,0.443252774194796,0.452872526245404
"3","GSC",0.109764873616761,0.108581796657701,0.110947950575821,0.110954401916062,0.109757776216507,0.112151027615617
