"","left_95","right_95"
"GINI_ABS",0.36544567352779,0.371730200667725
"GINI_REL",-0.268607142707684,-0.258679947596155
"THEIL_ABS",0.225412315974811,0.234363145355448
"THEIL_REL",-0.474817898262532,-0.459368384028246
"MLD_ABS",0.269250177690431,0.278077535491752
"MLD_REL",-0.492193091428335,-0.478172491110084
