"","left_95","right_95"
"GINI_ABS",0.524515134776959,0.533505632694517
"GINI_REL",-0.146320492486326,-0.139182632603919
"THEIL_ABS",0.472789380693014,0.491979287650951
"THEIL_REL",-0.288566368252204,-0.275912849765425
"MLD_ABS",0.681157395778735,0.709705502701003
"MLD_REL",-0.345664824603309,-0.336708928836876
