"","left_95","right_95"
"GINI_ABS",0.544903014803996,0.552603650158229
"GINI_REL",-0.110467154039464,-0.105615238057198
"THEIL_ABS",0.510906686198441,0.528075669009552
"THEIL_REL",-0.224137530753308,-0.215514728263836
"MLD_ABS",0.810873578170425,0.838575243343612
"MLD_REL",-0.206409102537207,-0.20146729001636
