"","left_95","right_95"
"GINI_ABS",0.478938237850259,0.482435036840094
"GINI_REL",-0.0304740920054709,-0.0259046138259707
"THEIL_ABS",0.393126284737833,0.399739697311519
"THEIL_REL",-0.0510559629623443,-0.0429831930871482
"MLD_ABS",0.446002124086065,0.453624067970411
"MLD_REL",-0.135137507658905,-0.125444088428308
