"","left_95","right_95"
"GINI_ABS",0.501031751759142,0.511768839654116
"GINI_REL",-0.183866459060531,-0.173701337127459
"THEIL_ABS",0.451802682496737,0.47305550530454
"THEIL_REL",-0.320017296633964,-0.304296439668051
"MLD_ABS",0.482719106033385,0.515544020122758
"MLD_REL",-0.539921800558995,-0.523469379355252
