"","left_95","right_95"
"GINI_ABS",0.711362314002424,0.71919142355514
"GINI_REL",NA,NA
"THEIL_ABS",1.01400121729046,1.04880093835936
"THEIL_REL",NA,NA
"MLD_ABS",1.55675448601926,1.60141316796736
"MLD_REL",NA,NA
