"","left_95","right_95"
"GINI_ABS",0.49800724802634,0.501224931945886
"GINI_REL",NA,NA
"THEIL_ABS",0.422935935105396,0.429089864168396
"THEIL_REL",NA,NA
"MLD_ABS",0.527087396698704,0.536639919127382
"MLD_REL",NA,NA
